#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 626000      1.16e+00      3.03e-02      7.43e-02      1.44e-01    1.2e-04
 628000      1.26e+00      9.37e-03      1.06e-01      9.07e-02    1.2e-04
 630000      1.71e+00      4.85e-03      1.53e-01      4.89e-02    1.2e-04
 632000      1.19e+00      5.87e-02      8.00e-02      1.39e-01    1.2e-04
 634000      1.61e+00      1.10e-02      1.32e-01      1.38e-01    1.1e-04
 636000      1.17e+00      2.09e-02      1.08e-01      1.81e-02    1.1e-04
 638000      1.54e+00      5.39e-02      1.00e-01      1.92e-01    1.1e-04
 640000      6.50e-01      2.65e-02      5.48e-02      4.96e-02    1.1e-04
 642000      1.08e+00      5.34e-03      6.11e-02      1.54e-01    1.1e-04
 644000      2.04e+00      4.22e-02      1.90e-01      5.20e-02    1.1e-04
 646000      1.61e+00      1.73e-02      1.52e-01      1.37e-02    1.1e-04
 648000      1.71e+00      3.64e-02      1.29e-01      9.02e-02    1.1e-04
 650000      4.13e-01      1.32e-02      3.55e-02      2.12e-02    1.1e-04
 652000      1.51e+00      1.37e-03      1.42e-01      3.52e-02    1.1e-04
 654000      1.42e+00      2.43e-02      1.33e-01      4.02e-02    1.1e-04
 656000      1.02e+00      3.84e-02      9.44e-02      2.64e-02    1.1e-04
 658000      1.76e+00      7.65e-02      1.44e-01      1.67e-01    1.1e-04
 660000      1.30e+00      1.54e-02      1.24e-01      2.59e-02    1.0e-04
 662000      1.88e+00      8.52e-03      1.81e-01      2.66e-02    1.0e-04
 664000      1.82e+00      1.06e-02      1.35e-01      2.13e-01    1.0e-04
 666000      6.24e-01      1.01e-02      5.60e-02      2.18e-02    1.0e-04
 668000      1.49e+00      2.06e-02      1.45e-01      3.00e-02    1.0e-04
 670000      4.95e-01      2.35e-04      4.71e-02      1.24e-02    1.0e-04
 672000      1.20e+00      1.92e-02      1.17e-01      2.86e-02    1.0e-04
 674000      1.25e+00      1.48e-02      1.16e-01      8.10e-02    1.0e-04
 676000      1.48e+00      1.17e-03      1.47e-01      2.48e-02    9.9e-05
 678000      1.58e+00      3.12e-02      1.52e-01      8.04e-02    9.8e-05
 680000      5.57e-01      3.77e-02      5.14e-02      3.26e-02    9.8e-05
 682000      1.54e+00      4.16e-02      1.19e-01      1.77e-01    9.7e-05
 684000      1.55e+00      4.20e-03      1.56e-01      1.52e-02    9.6e-05
